Adjective,Characteristics,Values,Probs,Probs_base
vigilant,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Saudi Arabia', 'Rock music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Saudi Arabia', 'Alternative rock']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Saudi Arabia', 'Dance music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Saudi Arabia', 'Classical music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Mauritius', 'Rock music']",-8.356678184121764,-7.80013682915272
broken,"['Countries', 'Music']","['Mauritius', 'Rock music']",-7.988969873601097,-7.80013682915272
unhappy,"['Countries', 'Music']","['Mauritius', 'Rock music']",-8.605390709308118,-7.80013682915272
boring,"['Countries', 'Music']","['Mauritius', 'Rock music']",-8.418684369072814,-7.80013682915272
vigilant,"['Countries', 'Music']","['Mauritius', 'Rock music']",-9.282469017373366,-7.80013682915272
jaunty,"['Countries', 'Music']","['Mauritius', 'Rock music']",-7.892140954642609,-7.80013682915272
trusting,"['Countries', 'Music']","['Mauritius', 'Rock music']",-9.408503000134033,-7.80013682915272
favorite,"['Countries', 'Music']","['Mauritius', 'Rock music']",-7.061205032849256,-7.80013682915272
virtuous,"['Countries', 'Music']","['Mauritius', 'Rock music']",-10.80942811058275,-7.80013682915272
honored,"['Countries', 'Music']","['Mauritius', 'Rock music']",-8.848165353240818,-7.80013682915272
euphoric,"['Countries', 'Music']","['Mauritius', 'Rock music']",-9.305133766691819,-7.80013682915272
sorrowful,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-8.356678184121764,-7.80013682915272
broken,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-7.988969873601097,-7.80013682915272
unhappy,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-8.605390709308118,-7.80013682915272
boring,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-8.418684369072814,-7.80013682915272
vigilant,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-9.282469017373366,-7.80013682915272
jaunty,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-7.892140954642609,-7.80013682915272
trusting,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-9.408503000134033,-7.80013682915272
favorite,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-7.061205032849256,-7.80013682915272
virtuous,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-10.80942811058275,-7.80013682915272
honored,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-8.848165353240818,-7.80013682915272
euphoric,"['Countries', 'Music']","['Mauritius', 'Alternative rock']",-9.305133766691819,-7.80013682915272
sorrowful,"['Countries', 'Music']","['Mauritius', 'Dance music']",-8.356678184121764,-7.80013682915272
broken,"['Countries', 'Music']","['Mauritius', 'Dance music']",-7.988969873601097,-7.80013682915272
unhappy,"['Countries', 'Music']","['Mauritius', 'Dance music']",-8.605390709308118,-7.80013682915272
boring,"['Countries', 'Music']","['Mauritius', 'Dance music']",-8.418684369072814,-7.80013682915272
vigilant,"['Countries', 'Music']","['Mauritius', 'Dance music']",-9.282469017373366,-7.80013682915272
jaunty,"['Countries', 'Music']","['Mauritius', 'Dance music']",-7.892140954642609,-7.80013682915272
trusting,"['Countries', 'Music']","['Mauritius', 'Dance music']",-9.408503000134033,-7.80013682915272
favorite,"['Countries', 'Music']","['Mauritius', 'Dance music']",-7.061205032849256,-7.80013682915272
virtuous,"['Countries', 'Music']","['Mauritius', 'Dance music']",-10.80942811058275,-7.80013682915272
honored,"['Countries', 'Music']","['Mauritius', 'Dance music']",-8.848165353240818,-7.80013682915272
euphoric,"['Countries', 'Music']","['Mauritius', 'Dance music']",-9.305133766691819,-7.80013682915272
sorrowful,"['Countries', 'Music']","['Mauritius', 'Classical music']",-8.356678184121764,-7.80013682915272
broken,"['Countries', 'Music']","['Mauritius', 'Classical music']",-7.988969873601097,-7.80013682915272
unhappy,"['Countries', 'Music']","['Mauritius', 'Classical music']",-8.605390709308118,-7.80013682915272
boring,"['Countries', 'Music']","['Mauritius', 'Classical music']",-8.418684369072814,-7.80013682915272
vigilant,"['Countries', 'Music']","['Mauritius', 'Classical music']",-9.282469017373366,-7.80013682915272
jaunty,"['Countries', 'Music']","['Mauritius', 'Classical music']",-7.892140954642609,-7.80013682915272
trusting,"['Countries', 'Music']","['Mauritius', 'Classical music']",-9.408503000134033,-7.80013682915272
favorite,"['Countries', 'Music']","['Mauritius', 'Classical music']",-7.061205032849256,-7.80013682915272
virtuous,"['Countries', 'Music']","['Mauritius', 'Classical music']",-10.80942811058275,-7.80013682915272
honored,"['Countries', 'Music']","['Mauritius', 'Classical music']",-8.848165353240818,-7.80013682915272
euphoric,"['Countries', 'Music']","['Mauritius', 'Classical music']",-9.305133766691819,-7.80013682915272
sorrowful,"['Countries', 'Music']","['Mauritania', 'Rock music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Mauritania', 'Rock music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Mauritania', 'Rock music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Mauritania', 'Rock music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Mauritania', 'Rock music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Mauritania', 'Rock music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Mauritania', 'Rock music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Mauritania', 'Rock music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Mauritania', 'Rock music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Mauritania', 'Rock music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Mauritania', 'Rock music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Mauritania', 'Alternative rock']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Mauritania', 'Dance music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Mauritania', 'Dance music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Mauritania', 'Dance music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Mauritania', 'Dance music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Mauritania', 'Dance music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Mauritania', 'Dance music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Mauritania', 'Dance music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Mauritania', 'Dance music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Mauritania', 'Dance music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Mauritania', 'Dance music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Mauritania', 'Dance music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Mauritania', 'Classical music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Mauritania', 'Classical music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Mauritania', 'Classical music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Mauritania', 'Classical music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Mauritania', 'Classical music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Mauritania', 'Classical music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Mauritania', 'Classical music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Mauritania', 'Classical music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Mauritania', 'Classical music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Mauritania', 'Classical music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Mauritania', 'Classical music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Jersey', 'Rock music']",-8.658412407273051,-8.005809161932394
broken,"['Countries', 'Music']","['Jersey', 'Rock music']",-8.85951530933373,-8.005809161932394
unhappy,"['Countries', 'Music']","['Jersey', 'Rock music']",-8.874256130459939,-8.005809161932394
boring,"['Countries', 'Music']","['Jersey', 'Rock music']",-8.607886855220166,-8.005809161932394
vigilant,"['Countries', 'Music']","['Jersey', 'Rock music']",-9.509221319637373,-8.005809161932394
jaunty,"['Countries', 'Music']","['Jersey', 'Rock music']",-8.978548101819428,-8.005809161932394
trusting,"['Countries', 'Music']","['Jersey', 'Rock music']",-9.801075959561258,-8.005809161932394
